Year,State,Product,Count
2017,RI,"Credit reporting, credit repair services, or other personal consumer reports",146
2017,RI,Debt collection,110
2017,RI,"Money transfer, virtual currency, or money service",8
2017,RI,Mortgage,151
2017,RI,Other financial service,2
2017,RI,"Payday loan, title loan, or personal loan",3
2017,RI,Student loan,44
2017,RI,Vehicle loan or lease,7
2017,SC,Bank account or service,70
2017,SC,Checking or savings account,140
2017,SC,Consumer Loan,85
2017,SC,Credit card or prepaid card,301
2017,SC,"Credit reporting, credit repair services, or other personal consumer reports",1771
2017,SC,Debt collection,999
2017,SC,"Money transfer, virtual currency, or money service",27
2017,SC,Mortgage,373
2017,SC,Other financial service,2
2017,SC,"Payday loan, title loan, or personal loan",69
2017,SC,Student loan,281
2017,SC,Vehicle loan or lease,62
2017,SD,Bank account or service,11
2017,SD,Checking or savings account,5
2017,SD,Consumer Loan,5
2017,SD,Credit card or prepaid card,47
2017,SD,"Credit reporting, credit repair services, or other personal consumer reports",75
2017,SD,Debt collection,84
2017,SD,"Money transfer, virtual currency, or money service",5
2017,SD,Mortgage,37
2017,SD,"Payday loan, title loan, or personal loan",5
2017,SD,Student loan,36
2017,SD,Vehicle loan or lease,10
2017,TN,Bank account or service,86
2017,TN,Checking or savings account,174
2017,TN,Consumer Loan,81
2017,TN,Credit card or prepaid card,278
2017,TN,"Credit reporting, credit repair services, or other personal consumer reports",1754
2017,TN,Debt collection,1039
2017,TN,"Money transfer, virtual currency, or money service",51
2017,TN,Mortgage,434
2017,TN,Other financial service,6
2017,TN,"Payday loan, title loan, or personal loan",133
2017,TN,Student loan,281
2017,TN,Vehicle loan or lease,66
2017,TX,Bank account or service,452
2017,TX,Checking or savings account,889
2017,TX,Consumer Loan,328
2017,TX,Credit card or prepaid card,1577
2017,TX,"Credit reporting, credit repair services, or other personal consumer reports",9548
2017,TX,Debt collection,5681
2017,TX,"Money transfer, virtual currency, or money service",247
2017,TX,Mortgage,1750
2017,TX,Other financial service,9
2017,TX,"Payday loan, title loan, or personal loan",319
2017,TX,Student loan,1127
2017,TX,Vehicle loan or lease,376
2017,UT,Bank account or service,25
2017,UT,Checking or savings account,53
2017,UT,Consumer Loan,21
2017,UT,Credit card or prepaid card,149
2017,UT,"Credit reporting, credit repair services, or other personal consumer reports",586
2017,UT,Debt collection,323
2017,UT,"Money transfer, virtual currency, or money service",26
2017,UT,Mortgage,206
2017,UT,"Payday loan, title loan, or personal loan",15
2017,UT,Student loan,73
2017,UT,Vehicle loan or lease,19
2017,VA,Bank account or service,187
2017,VA,Checking or savings account,374
2017,VA,Consumer Loan,133
2017,VA,Credit card or prepaid card,725
2017,VA,"Credit reporting, credit repair services, or other personal consumer reports",2169
2017,VA,Debt collection,1129
2017,VA,"Money transfer, virtual currency, or money service",98
2017,VA,Mortgage,1012
2017,VA,Other financial service,7
2017,VA,"Payday loan, title loan, or personal loan",136
2017,VA,Student loan,502
2017,VA,Vehicle loan or lease,146
2017,VT,Bank account or service,11
2017,VT,Checking or savings account,18
2017,VT,Consumer Loan,3
2017,VT,Credit card or prepaid card,44
2017,VT,"Credit reporting, credit repair services, or other personal consumer reports",79
2017,VT,Debt collection,35
2017,VT,"Money transfer, virtual currency, or money service",7
2017,VT,Mortgage,47
2017,VT,Other financial service,1
2017,VT,"Payday loan, title loan, or personal loan",2
2017,VT,Student loan,41
2017,VT,Vehicle loan or lease,5
2017,WA,Bank account or service,153
2017,WA,Checking or savings account,251
2017,WA,Consumer Loan,76
2017,WA,Credit card or prepaid card,467
2017,WA,"Credit reporting, credit repair services, or other personal consumer reports",1376
2017,WA,Debt collection,776
2017,WA,"Money transfer, virtual currency, or money service",90
2017,WA,Mortgage,740
2017,WA,Other financial service,2
2017,WA,"Payday loan, title loan, or personal loan",91
2017,WA,Student loan,696
2017,WA,Vehicle loan or lease,34
2017,WI,Bank account or service,73
2017,WI,Checking or savings account,116
2017,WI,Consumer Loan,41
2017,WI,Credit card or prepaid card,279
2017,WI,"Credit reporting, credit repair services, or other personal consumer reports",924
2017,WI,Debt collection,498
2017,WI,"Money transfer, virtual currency, or money service",31
2017,WI,Mortgage,314
2017,WI,Other financial service,1
2017,WI,"Payday loan, title loan, or personal loan",43
2017,WI,Student loan,205
2017,WI,Vehicle loan or lease,36
2017,WV,Bank account or service,12
2017,WV,Checking or savings account,30
2017,WV,Consumer Loan,10
2017,WV,Credit card or prepaid card,61
2017,WV,"Credit reporting, credit repair services, or other personal consumer reports",201
2017,WV,Debt collection,104
2017,WV,"Money transfer, virtual currency, or money service",11
2017,WV,Mortgage,62
2017,WV,Other financial service,1
2017,WV,"Payday loan, title loan, or personal loan",5
2017,WV,Student loan,82
2017,WV,Vehicle loan or lease,14
2017,WY,Bank account or service,3
2017,WY,Checking or savings account,11
2017,WY,Consumer Loan,1
2017,WY,Credit card or prepaid card,20
2017,WY,"Credit reporting, credit repair services, or other personal consumer reports",50
2017,WY,Debt collection,46
2017,WY,"Money transfer, virtual currency, or money service",4
2017,WY,Mortgage,26
2017,WY,"Payday loan, title loan, or personal loan",3
2017,WY,Student loan,12
2017,WY,Vehicle loan or lease,3
2018,AL,Checking or savings account,159
2018,AL,Credit card or prepaid card,205
2018,AL,"Credit reporting, credit repair services, or other personal consumer reports",1578
2018,AL,Debt collection,660
2018,AL,"Money transfer, virtual currency, or money service",26
2018,AL,Mortgage,224
2018,AL,"Payday loan, title loan, or personal loan",87
2018,AL,Student loan,118
2018,AL,Vehicle loan or lease,89
2018,AR,Checking or savings account,76
2018,AR,Credit card or prepaid card,97
2018,AR,"Credit reporting, credit repair services, or other personal consumer reports",747
2018,AR,Debt collection,360
2018,AR,"Money transfer, virtual currency, or money service",19
2018,AR,Mortgage,93
2018,AR,"Payday loan, title loan, or personal loan",21
2018,AR,Student loan,50
2018,AR,Vehicle loan or lease,35
2018,AZ,Checking or savings account,450
2018,AZ,Credit card or prepaid card,481
2018,AZ,"Credit reporting, credit repair services, or other personal consumer reports",1988
2018,AZ,Debt collection,1155
2018,AZ,"Money transfer, virtual currency, or money service",102
2018,AZ,Mortgage,456
2018,AZ,"Payday loan, title loan, or personal loan",106
2018,AZ,Student loan,190
2018,AZ,Vehicle loan or lease,135
2018,CA,Checking or savings account,3087
2018,CA,Credit card or prepaid card,3665
2018,CA,"Credit reporting, credit repair services, or other personal consumer reports",13512
2018,CA,Debt collection,5633
2018,CA,"Money transfer, virtual currency, or money service",862
2018,CA,Mortgage,3635
2018,CA,"Payday loan, title loan, or personal loan",582
2018,CA,Student loan,920
2018,CA,Vehicle loan or lease,692
2018,CO,Checking or savings account,306
2018,CO,Credit card or prepaid card,436
2018,CO,"Credit reporting, credit repair services, or other personal consumer reports",1168
2018,CO,Debt collection,671
2018,CO,"Money transfer, virtual currency, or money service",97
2018,CO,Mortgage,423
2018,CO,"Payday loan, title loan, or personal loan",55
2018,CO,Student loan,195
2018,CO,Vehicle loan or lease,79
2018,CT,Checking or savings account,336
2018,CT,Credit card or prepaid card,344
2018,CT,"Credit reporting, credit repair services, or other personal consumer reports",709
2018,CT,Debt collection,384
2018,CT,"Money transfer, virtual currency, or money service",80
2018,CT,Mortgage,357
2018,CT,"Payday loan, title loan, or personal loan",28
2018,CT,Student loan,119
2018,CT,Vehicle loan or lease,66
2018,DC,Checking or savings account,123
2018,DC,Credit card or prepaid card,134
2018,DC,"Credit reporting, credit repair services, or other personal consumer reports",459
2018,DC,Debt collection,210
2018,DC,"Money transfer, virtual currency, or money service",31
2018,DC,Mortgage,108
2018,DC,"Payday loan, title loan, or personal loan",15
2018,DC,Student loan,79
2018,DC,Vehicle loan or lease,28
2018,DE,Checking or savings account,93
2018,DE,Credit card or prepaid card,152
2018,DE,"Credit reporting, credit repair services, or other personal consumer reports",443
2018,DE,Debt collection,162
2018,DE,"Money transfer, virtual currency, or money service",13
2018,DE,Mortgage,129
2018,DE,"Payday loan, title loan, or personal loan",29
2018,DE,Student loan,32
2018,DE,Vehicle loan or lease,28
2018,FL,Checking or savings account,2027
2018,FL,Credit card or prepaid card,2048
2018,FL,"Credit reporting, credit repair services, or other personal consumer reports",12832
2018,FL,Debt collection,5284
2018,FL,"Money transfer, virtual currency, or money service",424
2018,FL,Mortgage,2450
2018,FL,"Payday loan, title loan, or personal loan",293
2018,FL,Student loan,583
2018,FL,Vehicle loan or lease,550
2018,GA,Checking or savings account,881
2018,GA,Credit card or prepaid card,831
2018,GA,"Credit reporting, credit repair services, or other personal consumer reports",8348
2018,GA,Debt collection,3055
2018,GA,"Money transfer, virtual currency, or money service",199
2018,GA,Mortgage,1180
2018,GA,"Payday loan, title loan, or personal loan",178
2018,GA,Student loan,343
2018,GA,Vehicle loan or lease,305
2018,IA,Checking or savings account,45
2018,IA,Credit card or prepaid card,97
2018,IA,"Credit reporting, credit repair services, or other personal consumer reports",255
2018,IA,Debt collection,200
2018,IA,"Money transfer, virtual currency, or money service",26
2018,IA,Mortgage,94
2018,IA,"Payday loan, title loan, or personal loan",21
2018,IA,Student loan,52
2018,IA,Vehicle loan or lease,14
2018,ID,Checking or savings account,41
2018,ID,Credit card or prepaid card,75
2018,ID,"Credit reporting, credit repair services, or other personal consumer reports",186
2018,ID,Debt collection,123
2018,ID,"Money transfer, virtual currency, or money service",16
2018,ID,Mortgage,67
2018,ID,"Payday loan, title loan, or personal loan",19
2018,ID,Student loan,57
2018,ID,Vehicle loan or lease,13
2018,IL,Checking or savings account,892
2018,IL,Credit card or prepaid card,883
2018,IL,"Credit reporting, credit repair services, or other personal consumer reports",5779
2018,IL,Debt collection,2023
2018,IL,"Money transfer, virtual currency, or money service",196
2018,IL,Mortgage,803
2018,IL,"Payday loan, title loan, or personal loan",159
2018,IL,Student loan,327
2018,IL,Vehicle loan or lease,198
2018,IN,Checking or savings account,181
2018,IN,Credit card or prepaid card,256
2018,IN,"Credit reporting, credit repair services, or other personal consumer reports",1118
2018,IN,Debt collection,670
2018,IN,"Money transfer, virtual currency, or money service",45
2018,IN,Mortgage,247
2018,IN,"Payday loan, title loan, or personal loan",81
2018,IN,Student loan,142
2018,IN,Vehicle loan or lease,74
2018,KS,Checking or savings account,81
2018,KS,Credit card or prepaid card,109
2018,KS,"Credit reporting, credit repair services, or other personal consumer reports",411
2018,KS,Debt collection,276
2018,KS,"Money transfer, virtual currency, or money service",15
2018,KS,Mortgage,83
2018,KS,"Payday loan, title loan, or personal loan",39
2018,KS,Student loan,56
2018,KS,Vehicle loan or lease,22
2018,KY,Checking or savings account,97
2018,KY,Credit card or prepaid card,149
2018,KY,"Credit reporting, credit repair services, or other personal consumer reports",657
2018,KY,Debt collection,399
2018,KY,"Money transfer, virtual currency, or money service",36
2018,KY,Mortgage,116
2018,KY,"Payday loan, title loan, or personal loan",31
2018,KY,Student loan,91
2018,KY,Vehicle loan or lease,42
2018,LA,Checking or savings account,183
2018,LA,Credit card or prepaid card,179
2018,LA,"Credit reporting, credit repair services, or other personal consumer reports",1838
2018,LA,Debt collection,854
2018,LA,"Money transfer, virtual currency, or money service",43
2018,LA,Mortgage,298
2018,LA,"Payday loan, title loan, or personal loan",75
2018,LA,Student loan,82
2018,LA,Vehicle loan or lease,68
2018,MA,Checking or savings account,400
2018,MA,Credit card or prepaid card,549
2018,MA,"Credit reporting, credit repair services, or other personal consumer reports",1222
2018,MA,Debt collection,603
2018,MA,"Money transfer, virtual currency, or money service",124
2018,MA,Mortgage,579
2018,MA,"Payday loan, title loan, or personal loan",48
2018,MA,Student loan,219
2018,MA,Vehicle loan or lease,113
2018,MD,Checking or savings account,512
2018,MD,Credit card or prepaid card,551
2018,MD,"Credit reporting, credit repair services, or other personal consumer reports",2331
2018,MD,Debt collection,1110
2018,MD,"Money transfer, virtual currency, or money service",116
2018,MD,Mortgage,824
2018,MD,"Payday loan, title loan, or personal loan",127
2018,MD,Student loan,228
2018,MD,Vehicle loan or lease,177
2018,ME,Checking or savings account,37
2018,ME,Credit card or prepaid card,85
2018,ME,"Credit reporting, credit repair services, or other personal consumer reports",120
2018,ME,Debt collection,131
2018,ME,"Money transfer, virtual currency, or money service",11
2018,ME,Mortgage,68
2018,ME,"Payday loan, title loan, or personal loan",7
2018,ME,Student loan,37
2018,ME,Vehicle loan or lease,8
2018,MI,Checking or savings account,422
2018,MI,Credit card or prepaid card,547
2018,MI,"Credit reporting, credit repair services, or other personal consumer reports",2372
2018,MI,Debt collection,1184
2018,MI,"Money transfer, virtual currency, or money service",104
2018,MI,Mortgage,426
2018,MI,"Payday loan, title loan, or personal loan",81
2018,MI,Student loan,247
2018,MI,Vehicle loan or lease,136
2018,MN,Checking or savings account,210
2018,MN,Credit card or prepaid card,326
2018,MN,"Credit reporting, credit repair services, or other personal consumer reports",717
2018,MN,Debt collection,379
2018,MN,"Money transfer, virtual currency, or money service",57
2018,MN,Mortgage,238
2018,MN,"Payday loan, title loan, or personal loan",46
2018,MN,Student loan,155
2018,MN,Vehicle loan or lease,64
2018,MO,Checking or savings account,219
2018,MO,Credit card or prepaid card,293
2018,MO,"Credit reporting, credit repair services, or other personal consumer reports",1914
2018,MO,Debt collection,879
2018,MO,"Money transfer, virtual currency, or money service",54
2018,MO,Mortgage,317
2018,MO,"Payday loan, title loan, or personal loan",77
2018,MO,Student loan,137
2018,MO,Vehicle loan or lease,116
2018,MS,Checking or savings account,59
2018,MS,Credit card or prepaid card,105
2018,MS,"Credit reporting, credit repair services, or other personal consumer reports",1131
2018,MS,Debt collection,360
2018,MS,"Money transfer, virtual currency, or money service",21
2018,MS,Mortgage,116
2018,MS,"Payday loan, title loan, or personal loan",46
2018,MS,Student loan,86
2018,MS,Vehicle loan or lease,42
2018,MT,Checking or savings account,30
2018,MT,Credit card or prepaid card,38
2018,MT,"Credit reporting, credit repair services, or other personal consumer reports",114
2018,MT,Debt collection,87
2018,MT,"Money transfer, virtual currency, or money service",9
2018,MT,Mortgage,41
2018,MT,"Payday loan, title loan, or personal loan",8
2018,MT,Student loan,22
2018,MT,Vehicle loan or lease,11
2018,NC,Checking or savings account,503
2018,NC,Credit card or prepaid card,631
2018,NC,"Credit reporting, credit repair services, or other personal consumer reports",5012
2018,NC,Debt collection,1615
2018,NC,"Money transfer, virtual currency, or money service",99
2018,NC,Mortgage,665
2018,NC,"Payday loan, title loan, or personal loan",117
2018,NC,Student loan,216
2018,NC,Vehicle loan or lease,212
2018,ND,Checking or savings account,3
2018,ND,Credit card or prepaid card,22
2018,ND,"Credit reporting, credit repair services, or other personal consumer reports",83
2018,ND,Debt collection,70
2018,ND,"Money transfer, virtual currency, or money service",6
2018,ND,Mortgage,15
2018,ND,"Payday loan, title loan, or personal loan",4
2018,ND,Student loan,18
2018,ND,Vehicle loan or lease,2
2018,NE,Checking or savings account,46
2018,NE,Credit card or prepaid card,77
2018,NE,"Credit reporting, credit repair services, or other personal consumer reports",178
2018,NE,Debt collection,110
2018,NE,"Money transfer, virtual currency, or money service",19
2018,NE,Mortgage,61
2018,NE,"Payday loan, title loan, or personal loan",22
2018,NE,Student loan,28
2018,NE,Vehicle loan or lease,15
2018,NH,Checking or savings account,52
2018,NH,Credit card or prepaid card,83
2018,NH,"Credit reporting, credit repair services, or other personal consumer reports",171
2018,NH,Debt collection,115
2018,NH,"Money transfer, virtual currency, or money service",12
2018,NH,Mortgage,108
2018,NH,"Payday loan, title loan, or personal loan",9
2018,NH,Student loan,64
2018,NH,Vehicle loan or lease,31
2018,NJ,Checking or savings account,848
2018,NJ,Credit card or prepaid card,916
2018,NJ,"Credit reporting, credit repair services, or other personal consumer reports",3522
2018,NJ,Debt collection,1646
2018,NJ,"Money transfer, virtual currency, or money service",187
2018,NJ,Mortgage,1189
2018,NJ,"Payday loan, title loan, or personal loan",110
2018,NJ,Student loan,245
2018,NJ,Vehicle loan or lease,240
2018,NM,Checking or savings account,61
2018,NM,Credit card or prepaid card,87
2018,NM,"Credit reporting, credit repair services, or other personal consumer reports",387
2018,NM,Debt collection,173
2018,NM,"Money transfer, virtual currency, or money service",20
2018,NM,Mortgage,95
2018,NM,"Payday loan, title loan, or personal loan",15
2018,NM,Student loan,21
2018,NM,Vehicle loan or lease,22
2018,NV,Checking or savings account,310
2018,NV,Credit card or prepaid card,291
2018,NV,"Credit reporting, credit repair services, or other personal consumer reports",1455
2018,NV,Debt collection,685
2018,NV,"Money transfer, virtual currency, or money service",70
2018,NV,Mortgage,275
2018,NV,"Payday loan, title loan, or personal loan",56
2018,NV,Student loan,69
2018,NV,Vehicle loan or lease,98
2018,NY,Checking or savings account,1918
2018,NY,Credit card or prepaid card,2156
2018,NY,"Credit reporting, credit repair services, or other personal consumer reports",7104
2018,NY,Debt collection,2943
2018,NY,"Money transfer, virtual currency, or money service",416
2018,NY,Mortgage,1529
2018,NY,"Payday loan, title loan, or personal loan",108
2018,NY,Student loan,597
2018,NY,Vehicle loan or lease,327
2018,OH,Checking or savings account,631
2018,OH,Credit card or prepaid card,813
2018,OH,"Credit reporting, credit repair services, or other personal consumer reports",2959
2018,OH,Debt collection,1597
2018,OH,"Money transfer, virtual currency, or money service",142
2018,OH,Mortgage,536
2018,OH,"Payday loan, title loan, or personal loan",226
2018,OH,Student loan,354
2018,OH,Vehicle loan or lease,203
2018,OK,Checking or savings account,98
2018,OK,Credit card or prepaid card,173
2018,OK,"Credit reporting, credit repair services, or other personal consumer reports",509
2018,OK,Debt collection,412
2018,OK,"Money transfer, virtual currency, or money service",30
2018,OK,Mortgage,142
2018,OK,"Payday loan, title loan, or personal loan",36
2018,OK,Student loan,67
2018,OK,Vehicle loan or lease,37
2018,OR,Checking or savings account,182
2018,OR,Credit card or prepaid card,274
2018,OR,"Credit reporting, credit repair services, or other personal consumer reports",524
2018,OR,Debt collection,370
2018,OR,"Money transfer, virtual currency, or money service",54
2018,OR,Mortgage,244
2018,OR,"Payday loan, title loan, or personal loan",44
2018,OR,Student loan,113
2018,OR,Vehicle loan or lease,32
2018,PA,Checking or savings account,772
2018,PA,Credit card or prepaid card,844
2018,PA,"Credit reporting, credit repair services, or other personal consumer reports",3584
2018,PA,Debt collection,1474
2018,PA,"Money transfer, virtual currency, or money service",159
2018,PA,Mortgage,871
2018,PA,"Payday loan, title loan, or personal loan",130
2018,PA,Student loan,461
2018,PA,Vehicle loan or lease,213
2018,RI,Checking or savings account,81
2018,RI,Credit card or prepaid card,87
2018,RI,"Credit reporting, credit repair services, or other personal consumer reports",216
2018,RI,Debt collection,112
2018,RI,"Money transfer, virtual currency, or money service",7
2018,RI,Mortgage,83
2018,RI,"Payday loan, title loan, or personal loan",10
2018,RI,Student loan,30
2018,RI,Vehicle loan or lease,26
2018,SC,Checking or savings account,189
2018,SC,Credit card or prepaid card,261
2018,SC,"Credit reporting, credit repair services, or other personal consumer reports",2580
2018,SC,Debt collection,953
2018,SC,"Money transfer, virtual currency, or money service",50
2018,SC,Mortgage,336
2018,SC,"Payday loan, title loan, or personal loan",130
2018,SC,Student loan,136
2018,SC,Vehicle loan or lease,97
2018,SD,Checking or savings account,22
2018,SD,Credit card or prepaid card,26
2018,SD,"Credit reporting, credit repair services, or other personal consumer reports",49
2018,SD,Debt collection,60
2018,SD,"Money transfer, virtual currency, or money service",1
2018,SD,Mortgage,21
2018,SD,"Payday loan, title loan, or personal loan",8
2018,SD,Student loan,13
2018,SD,Vehicle loan or lease,16
2018,TN,Checking or savings account,276
2018,TN,Credit card or prepaid card,286
2018,TN,"Credit reporting, credit repair services, or other personal consumer reports",2206
2018,TN,Debt collection,913
2018,TN,"Money transfer, virtual currency, or money service",65
2018,TN,Mortgage,388
2018,TN,"Payday loan, title loan, or personal loan",118
2018,TN,Student loan,131
2018,TN,Vehicle loan or lease,72
2018,TX,Checking or savings account,1431
2018,TX,Credit card or prepaid card,1699
2018,TX,"Credit reporting, credit repair services, or other personal consumer reports",10944
2018,TX,Debt collection,6688
2018,TX,"Money transfer, virtual currency, or money service",349
2018,TX,Mortgage,1625
2018,TX,"Payday loan, title loan, or personal loan",409
2018,TX,Student loan,579
2018,TX,Vehicle loan or lease,510
2018,UT,Checking or savings account,85
2018,UT,Credit card or prepaid card,133
2018,UT,"Credit reporting, credit repair services, or other personal consumer reports",918
2018,UT,Debt collection,332
2018,UT,"Money transfer, virtual currency, or money service",33
2018,UT,Mortgage,131
2018,UT,"Payday loan, title loan, or personal loan",27
2018,UT,Student loan,47
2018,UT,Vehicle loan or lease,23
2018,VA,Checking or savings account,540
2018,VA,Credit card or prepaid card,674
2018,VA,"Credit reporting, credit repair services, or other personal consumer reports",2236
2018,VA,Debt collection,1212
2018,VA,"Money transfer, virtual currency, or money service",146
2018,VA,Mortgage,753
2018,VA,"Payday loan, title loan, or personal loan",179
2018,VA,Student loan,297
2018,VA,Vehicle loan or lease,163
2018,VT,Checking or savings account,25
2018,VT,Credit card or prepaid card,38
2018,VT,"Credit reporting, credit repair services, or other personal consumer reports",44
2018,VT,Debt collection,21
2018,VT,"Money transfer, virtual currency, or money service",4
2018,VT,Mortgage,38
2018,VT,"Payday loan, title loan, or personal loan",6
2018,VT,Student loan,17
2018,VT,Vehicle loan or lease,14
2018,WA,Checking or savings account,361
2018,WA,Credit card or prepaid card,490
2018,WA,"Credit reporting, credit repair services, or other personal consumer reports",1286
2018,WA,Debt collection,752
2018,WA,"Money transfer, virtual currency, or money service",140
2018,WA,Mortgage,554
2018,WA,"Payday loan, title loan, or personal loan",77
2018,WA,Student loan,228
2018,WA,Vehicle loan or lease,68
2018,WI,Checking or savings account,203
2018,WI,Credit card or prepaid card,279
2018,WI,"Credit reporting, credit repair services, or other personal consumer reports",905
2018,WI,Debt collection,488
2018,WI,"Money transfer, virtual currency, or money service",47
2018,WI,Mortgage,229
2018,WI,"Payday loan, title loan, or personal loan",57
2018,WI,Student loan,111
2018,WI,Vehicle loan or lease,62
2018,WV,Checking or savings account,42
2018,WV,Credit card or prepaid card,67
2018,WV,"Credit reporting, credit repair services, or other personal consumer reports",182
2018,WV,Debt collection,102
2018,WV,"Money transfer, virtual currency, or money service",13
2018,WV,Mortgage,39
2018,WV,"Payday loan, title loan, or personal loan",7
2018,WV,Student loan,35
2018,WV,Vehicle loan or lease,21
2018,WY,Checking or savings account,17
2018,WY,Credit card or prepaid card,30
2018,WY,"Credit reporting, credit repair services, or other personal consumer reports",36
2018,WY,Debt collection,46
2018,WY,"Money transfer, virtual currency, or money service",4
2018,WY,Mortgage,28
2018,WY,"Payday loan, title loan, or personal loan",3
2018,WY,Student loan,13
2018,WY,Vehicle loan or lease,10
2019,AL,Checking or savings account,165
2019,AL,Credit card or prepaid card,208
2019,AL,"Credit reporting, credit repair services, or other personal consumer reports",2515
2019,AL,Debt collection,633
2019,AL,"Money transfer, virtual currency, or money service",50
2019,AL,Mortgage,219
2019,AL,"Payday loan, title loan, or personal loan",86
2019,AL,Student loan,88
2019,AL,Vehicle loan or lease,83
2019,AR,Checking or savings account,85
2019,AR,Credit card or prepaid card,105
2019,AR,"Credit reporting, credit repair services, or other personal consumer reports",689
2019,AR,Debt collection,286
2019,AR,"Money transfer, virtual currency, or money service",22
2019,AR,Mortgage,111
2019,AR,"Payday loan, title loan, or personal loan",23
2019,AR,Student loan,52
2019,AR,Vehicle loan or lease,39
2019,AZ,Checking or savings account,468
2019,AZ,Credit card or prepaid card,546
2019,AZ,"Credit reporting, credit repair services, or other personal consumer reports",1825
2019,AZ,Debt collection,1027
2019,AZ,"Money transfer, virtual currency, or money service",106
2019,AZ,Mortgage,559
2019,AZ,"Payday loan, title loan, or personal loan",86
2019,AZ,Student loan,133
2019,AZ,Vehicle loan or lease,133
2019,CA,Checking or savings account,3170
2019,CA,Credit card or prepaid card,3677
2019,CA,"Credit reporting, credit repair services, or other personal consumer reports",16079
2019,CA,Debt collection,5163
2019,CA,"Money transfer, virtual currency, or money service",743
2019,CA,Mortgage,3236
2019,CA,"Payday loan, title loan, or personal loan",536
2019,CA,Student loan,713
2019,CA,Vehicle loan or lease,694
2019,CO,Checking or savings account,299
2019,CO,Credit card or prepaid card,406
2019,CO,"Credit reporting, credit repair services, or other personal consumer reports",1512
2019,CO,Debt collection,611
2019,CO,"Money transfer, virtual currency, or money service",80
2019,CO,Mortgage,384
2019,CO,"Payday loan, title loan, or personal loan",65
2019,CO,Student loan,150
2019,CO,Vehicle loan or lease,69
2019,CT,Checking or savings account,366
2019,CT,Credit card or prepaid card,340
2019,CT,"Credit reporting, credit repair services, or other personal consumer reports",1153
2019,CT,Debt collection,333
2019,CT,"Money transfer, virtual currency, or money service",57
2019,CT,Mortgage,315
2019,CT,"Payday loan, title loan, or personal loan",31
2019,CT,Student loan,106
2019,CT,Vehicle loan or lease,66
2019,DC,Checking or savings account,136
2019,DC,Credit card or prepaid card,172
2019,DC,"Credit reporting, credit repair services, or other personal consumer reports",514
2019,DC,Debt collection,209
2019,DC,"Money transfer, virtual currency, or money service",38
2019,DC,Mortgage,142
2019,DC,"Payday loan, title loan, or personal loan",15
2019,DC,Student loan,59
2019,DC,Vehicle loan or lease,21
2019,DE,Checking or savings account,101
2019,DE,Credit card or prepaid card,130
2019,DE,"Credit reporting, credit repair services, or other personal consumer reports",461
2019,DE,Debt collection,190
2019,DE,"Money transfer, virtual currency, or money service",17
2019,DE,Mortgage,124
2019,DE,"Payday loan, title loan, or personal loan",18
2019,DE,Student loan,27
2019,DE,Vehicle loan or lease,28
2019,FL,Checking or savings account,1863
2019,FL,Credit card or prepaid card,2183
2019,FL,"Credit reporting, credit repair services, or other personal consumer reports",22312
2019,FL,Debt collection,4940
2019,FL,"Money transfer, virtual currency, or money service",403
2019,FL,Mortgage,2071
2019,FL,"Payday loan, title loan, or personal loan",283
2019,FL,Student loan,513
2019,FL,Vehicle loan or lease,551
2019,GA,Checking or savings account,890
2019,GA,Credit card or prepaid card,972
2019,GA,"Credit reporting, credit repair services, or other personal consumer reports",9780
2019,GA,Debt collection,2897
2019,GA,"Money transfer, virtual currency, or money service",204
2019,GA,Mortgage,1057
2019,GA,"Payday loan, title loan, or personal loan",200
2019,GA,Student loan,257
2019,GA,Vehicle loan or lease,274
2019,IA,Checking or savings account,49
2019,IA,Credit card or prepaid card,123
2019,IA,"Credit reporting, credit repair services, or other personal consumer reports",372
2019,IA,Debt collection,212
2019,IA,"Money transfer, virtual currency, or money service",19
2019,IA,Mortgage,77
2019,IA,"Payday loan, title loan, or personal loan",18
2019,IA,Student loan,37
2019,IA,Vehicle loan or lease,21
2019,ID,Checking or savings account,40
2019,ID,Credit card or prepaid card,58
2019,ID,"Credit reporting, credit repair services, or other personal consumer reports",308
2019,ID,Debt collection,130
2019,ID,"Money transfer, virtual currency, or money service",11
2019,ID,Mortgage,72
2019,ID,"Payday loan, title loan, or personal loan",17
2019,ID,Student loan,24
2019,ID,Vehicle loan or lease,9
2019,IL,Checking or savings account,960
2019,IL,Credit card or prepaid card,904
2019,IL,"Credit reporting, credit repair services, or other personal consumer reports",5074
2019,IL,Debt collection,1408
2019,IL,"Money transfer, virtual currency, or money service",174
2019,IL,Mortgage,791
2019,IL,"Payday loan, title loan, or personal loan",167
2019,IL,Student loan,296
2019,IL,Vehicle loan or lease,178
2019,IN,Checking or savings account,206
2019,IN,Credit card or prepaid card,242
2019,IN,"Credit reporting, credit repair services, or other personal consumer reports",1171
2019,IN,Debt collection,530
2019,IN,"Money transfer, virtual currency, or money service",45
2019,IN,Mortgage,220
2019,IN,"Payday loan, title loan, or personal loan",63
2019,IN,Student loan,115
2019,IN,Vehicle loan or lease,62
2019,KS,Checking or savings account,77
2019,KS,Credit card or prepaid card,127
2019,KS,"Credit reporting, credit repair services, or other personal consumer reports",500
2019,KS,Debt collection,293
2019,KS,"Money transfer, virtual currency, or money service",20
2019,KS,Mortgage,77
2019,KS,"Payday loan, title loan, or personal loan",29
2019,KS,Student loan,41
